state,county,Median Household Income (5y Average),Median Household Income for +7-person Households (5y Avg.),Median Household Income for 1-person Households (5y Avg.),Median Household Income for 2-person Households (5y Avg.),Median Household Income for 3-person Households (5y Avg.),Median Household Income for 4-person Households (5y Avg.),Median Household Income for 5-person Households (5y Avg.),Median Household Income for 6-person Households (5y Avg.),Percent Below Federal Poverty Level (1y Avg.),Percent Below Federal Poverty Level (5y Avg.),Percent of +4 Person Households with +3 Workers (5y Avg.),Percent of +4 Person Households with 1 Worker (5y Avg.),Percent of +4 Person Households with 2 Workers (5y Avg.),Percent of +4 Person Households with No Workers (5y Avg.),Percent of 1 Person Households with 1 Worker (5y Avg.),Percent of 1 Person Households with No Workers (5y Avg.),Percent of 2 Person Households with 1 Worker (5y Avg.),Percent of 2 Person Households with 2 Workers (5y Avg.),Percent of 2 Person Households with No Workers (5y Avg.),Percent of 3 Person Households with 1 Worker (5y Avg.),Percent of 3 Person Households with 2 Workers (5y Avg.),Percent of 3 Person Households with 3 Workers (5y Avg.),Percent of 3 Person Households with No Workers (5y Avg.),Percent of Senior Population Below Federal Poverty Level (1y Avg.),Percent of Senior Population Below Federal Poverty Level (5y Avg.),Percentage of Total Housing Units that are Vacant (1y Avg.),Percentage of Total Housing Units that are Vacant (5y Avg.),Senior Unemployment Rate (1y Avg.),Senior Unemployment Rate (5y Avg.),Unemployment Rate (1y Avg.),Unemployment Rate (5y Avg.)
 Alabama,Colbert County,43786.0,47250.0,21935.0,49180.0,55417.0,75222.0,68750.0,63250.0,,0.1652754545211792,0.1303977221250534,0.3238636255264282,0.4596590995788574,0.0860795453190804,0.3879433870315552,0.6120566129684448,0.3169220089912415,0.2466378211975098,0.4364401698112488,0.3640245497226715,0.43287962675094604,0.0539097934961319,0.1491860151290894,,0.1028853133320808,,0.1536167562007904,,0.0319767445325851,,0.0751863941550255
 Alabama,Conecuh County,27609.0,,15925.0,31283.0,35387.0,45741.0,34158.0,51696.0,,0.325384259223938,0.0559360720217228,0.4246575236320496,0.2397260218858719,0.2796803712844849,0.3320848941802979,0.6679151058197021,0.4451913237571716,0.1091003119945526,0.4457083642482758,0.4941003024578095,0.2477876096963882,0.0265486724674702,0.2315634191036224,,0.1823478788137436,,0.2751240134239197,,0.0,,0.2042785286903381
 Alabama,Coosa County,31910.0,,16302.0,35109.0,41597.0,60399.0,42944.0,,,0.1533771604299545,0.1761904805898666,0.3079365193843842,0.2952381074428558,0.2206349223852158,0.3289745450019836,0.6710254549980164,0.3583551049232483,0.1468668431043625,0.4947780668735504,0.3197969496250153,0.3722504377365112,0.0473773255944252,0.2605752944946289,,0.1412701904773712,,0.3454207479953766,,0.1329787224531174,,0.1257582753896713
 Alabama,Covington County,37313.0,50250.0,19833.0,42925.0,55608.0,56208.0,61800.0,70583.0,,0.1899448931217194,0.1087981164455414,0.4096622169017792,0.3546740114688873,0.1268656700849533,0.3294325470924377,0.6705674529075623,0.3511260747909546,0.245433583855629,0.4034403264522553,0.3699797093868256,0.3797160387039185,0.0787018239498138,0.1716024279594421,,0.1134983226656914,,0.1882020980119705,,0.0291616041213274,,0.1064368635416031
 Alabama,Crenshaw County,37557.0,68750.0,14975.0,43585.0,51250.0,63287.0,54875.0,94167.0,,0.1818181872367859,0.1589958220720291,0.3117154836654663,0.4581589996814728,0.071129709482193,0.2987654209136963,0.7012345790863037,0.3864370286464691,0.2556512355804443,0.3579117357730866,0.2197580635547638,0.4133064448833466,0.1139112934470177,0.2530241906642914,,0.1521506607532501,,0.1837587654590607,,0.0443786978721619,,0.0732220932841301
 Alabama,Cullman County,39297.0,65714.0,19409.0,44668.0,44934.0,56555.0,65698.0,56522.0,0.1420331299304962,0.1712053567171097,0.1118452847003937,0.3721192479133606,0.4119258522987366,0.1041095927357674,0.3464474380016327,0.6535525321960449,0.3532513082027435,0.27491840720176697,0.3718302845954895,0.4050317406654358,0.3984587490558624,0.0693562999367714,0.12715321779251101,0.0720902532339096,0.1140646487474442,0.1828525364398956,0.1605652719736099,,0.0187287181615829,,0.0605610832571983
 Alabama,Dale County,44093.0,56134.0,20774.0,52255.0,52321.0,67447.0,58625.0,68750.0,,0.2047457545995712,0.0971556380391121,0.3764781057834625,0.4397571086883545,0.0866091400384903,0.4355919659137726,0.5644080638885498,0.3853992223739624,0.2738693356513977,0.3407314419746399,0.4010865986347199,0.367529571056366,0.0725471377372742,0.15883669257164001,,0.1062899827957153,,0.1682210266590118,,0.0090090092271566,,0.0935292541980743
 Alabama,Dallas County,28136.0,31458.0,15676.0,37197.0,36101.0,45396.0,32984.0,24600.0,,0.3430003523826599,0.1843301802873612,0.2647778987884522,0.2742217481136322,0.2766701579093933,0.3052534461021423,0.6947465538978577,0.3572587966918945,0.2470694333314896,0.3956717848777771,0.4607929587364197,0.2511013150215149,0.0378854610025883,0.2502202689647675,,0.1717435866594315,,0.2024503499269486,,0.0,,0.1486973464488983
 Alabama,DeKalb County,38248.0,44360.0,16417.0,42597.0,47604.0,56950.0,52326.0,38611.0,0.2149671763181686,0.1978661566972733,0.1288914233446121,0.3475702404975891,0.4567198157310486,0.0668185278773308,0.3738234043121338,0.6261765956878662,0.3749707341194153,0.2390540838241577,0.385975182056427,0.3795264661312103,0.3779015839099884,0.0863509774208069,0.1562209874391556,0.0914672762155533,0.1191425174474716,0.1827752739191055,0.2005278766155243,,0.0548925995826721,,0.0633847564458847
 Alabama,Elmore County,53398.0,58750.0,30228.0,60583.0,70885.0,77798.0,61679.0,65938.0,0.1465020328760147,0.1429696381092072,0.1313084065914154,0.3314641714096069,0.4448598027229309,0.0923676043748856,0.4868867993354797,0.5131132006645203,0.3848764896392822,0.2835187613964081,0.3316047489643097,0.3394006788730621,0.3984461724758148,0.1043285205960274,0.1578246355056763,0.0476528964936733,0.0726027116179466,0.1268406808376312,0.1271232217550278,,0.0610225386917591,,0.0739500448107719
 Alabama,Escambia County,32334.0,46848.0,16123.0,39164.0,41347.0,45881.0,52380.0,56250.0,,0.2520260810852051,0.0754563882946968,0.3440162241458893,0.4008113443851471,0.179716020822525,0.2927317321300507,0.7072682976722717,0.3243609964847565,0.2085500955581665,0.467088907957077,0.4709437489509583,0.312877744436264,0.0385867021977901,0.1775918155908585,,0.1335942000150681,,0.174349918961525,,0.0124333929270506,,0.1523708403110504
 Alabama,Etowah County,40478.0,58532.0,20187.0,46960.0,55377.0,61473.0,57992.0,57917.0,0.1671563237905502,0.1837688684463501,0.1461723148822784,0.3566284477710724,0.3777007162570953,0.11949853599071499,0.3672839403152466,0.6327160596847534,0.358208954334259,0.2643631100654602,0.3774279356002808,0.3719021379947662,0.3513812124729157,0.076085239648819,0.2006314098834992,0.0750000700354576,0.1038633957505226,0.1823268383741379,0.1663859933614731,0.0,0.0144557822495699,0.0639654472470284,0.08451727777719502
 Alabama,Fayette County,36205.0,,15025.0,40283.0,48382.0,72961.0,46944.0,58315.0,,0.173011839389801,0.1520815640687943,0.2871707677841187,0.4502973556518555,0.1104502975940704,0.3401849865913391,0.6598150134086609,0.3248960971832275,0.2043823152780533,0.470721572637558,0.3398148119449616,0.2870370447635651,0.0824074074625969,0.2907407283782959,,0.1029735505580902,,0.1847360879182816,,0.0491228066384792,,0.0875933766365051
 Alabama,Franklin County,36138.0,48730.0,18153.0,42072.0,47500.0,49141.0,46912.0,,,0.2228527516126633,0.1653572767972946,0.3288439810276032,0.3864571750164032,0.119341567158699,0.332101047039032,0.667898952960968,0.3417248129844666,0.2764207422733307,0.3818544447422028,0.36862966418266296,0.2972819805145264,0.1217440515756607,0.2123442739248276,,0.1294618844985962,,0.1612811386585236,,0.1504065096378326,,0.0971223041415215
 Alabama,Geneva County,36519.0,48993.0,16673.0,43136.0,47216.0,57871.0,40875.0,59500.0,,0.2276807725429535,0.1025385782122612,0.3255350887775421,0.3937282264232636,0.1781981140375137,0.3432343304157257,0.6567656993865967,0.3348058462142944,0.2485468536615372,0.4166472852230072,0.3518518507480621,0.4283950626850128,0.0697530880570412,0.1500000059604645,,0.12368863075971599,,0.1550264954566956,,0.0040485830977559,,0.10208514332771301
 Alabama,Greene County,21339.0,38036.0,12917.0,26500.0,47513.0,39688.0,,,,0.3788375854492188,0.0546218492090702,0.4852941036224365,0.2100840359926224,0.25,0.3660072088241577,0.6339927911758423,0.3711832165718079,0.1221374049782753,0.5066794157028198,0.4055201709270477,0.2929936349391937,0.0191082805395126,0.2823779284954071,,0.2102661579847336,,0.3757005631923676,,0.0377358496189117,,0.1815330982208252
 Alabama,Hale County,33351.0,80893.0,16895.0,48110.0,33859.0,58075.0,32955.0,50964.0,,0.2591174840927124,0.0860121622681618,0.3544743657112122,0.3909643888473511,0.1685490906238556,0.2963904440402985,0.7036095857620239,0.2792434096336365,0.234942764043808,0.4858138263225555,0.5066991448402405,0.2302070707082748,0.0560292340815067,0.2070645540952683,,0.1710680276155472,,0.2225996106863022,,0.0561797767877579,,0.1205933690071106
 Alabama,Henry County,41045.0,68917.0,19245.0,47245.0,70756.0,56993.0,48542.0,62292.0,,0.1528097838163376,0.1596958190202713,0.2671102583408356,0.5057034492492676,0.0674904957413673,0.3276026844978333,0.6723973155021667,0.3538236320018768,0.2242956459522247,0.4218807220458984,0.3434873819351196,0.4569327831268311,0.1292016804218292,0.0703781545162201,,0.1544969975948334,,0.2344134151935577,,0.0848126262426376,,0.07529843598604201
 Alabama,Houston County,41945.0,49063.0,22245.0,50686.0,54025.0,63110.0,57470.0,50750.0,0.1997669339179993,0.1888067722320557,0.1162220984697342,0.3321992456912994,0.4578116536140442,0.0937670096755028,0.4699812531471252,0.5300187468528748,0.3749642670154572,0.2856530547142029,0.33938267827034,0.4161767065525055,0.3618305921554565,0.0843794718384743,0.1376132220029831,0.1048542559146881,0.0896973758935928,0.1634067744016647,0.1498329192399979,0.0212553963065147,0.040969006717205,0.0726754665374756,0.0803804770112038
 Alabama,Jackson County,38422.0,,19633.0,44587.0,50481.0,52946.0,57664.0,33750.0,,0.1879215240478516,0.1290944069623947,0.3654463589191437,0.4181117415428162,0.0873474627733231,0.329104870557785,0.6708950996398926,0.3373509347438812,0.2854605317115784,0.3771885335445404,0.3487470149993897,0.3821599185466766,0.0775656327605248,0.1915274411439896,,0.1229902282357216,,0.192104309797287,,0.0578512400388718,,0.0860753953456879
 Alabama,Jefferson County,47220.0,58977.0,26693.0,55685.0,61062.0,80509.0,74217.0,69337.0,0.1502919793128967,0.1810417175292969,0.1487278193235397,0.3370704650878906,0.4212265610694885,0.0929751619696617,0.5093832612037659,0.4906167089939117,0.3691345453262329,0.3341343700885773,0.2967310845851898,0.3536973595619202,0.394282877445221,0.1014399752020836,0.1505797952413559,0.0977932289242744,0.1012512072920799,0.1472453624010086,0.1386448293924332,0.0324092581868172,0.0360769480466843,0.0686642602086067,0.0820711329579353
 Alabama,Lamar County,34298.0,,16910.0,42907.0,49375.0,39452.0,60274.0,32115.0,,0.2386151403188705,0.0407124683260918,0.489397794008255,0.3290924429893494,0.1407972872257233,0.3456582725048065,0.6543417572975159,0.3361344635486603,0.2299867272377014,0.4338788092136383,0.3171974420547485,0.5031847357749939,0.0445859879255295,0.1350318491458893,,0.1277569830417633,,0.1775624454021454,,0.0,,0.0952548310160637
 Alabama,Lauderdale County,43657.0,69013.0,22334.0,52546.0,55336.0,70278.0,55688.0,51200.0,0.1440075486898422,0.1827807277441025,0.1342493146657944,0.3769858181476593,0.4000286161899567,0.0887362211942673,0.3819900155067444,0.6180099844932556,0.3459915518760681,0.2862761914730072,0.3677322566509247,0.4069416522979736,0.3502682745456696,0.1007712930440903,0.1420187801122665,0.1258506327867508,0.0832876041531563,0.1493819653987885,0.1327375769615173,0.0448104180395603,0.0776882991194725,0.0726186782121658,0.0762550756335258
 Alabama,Lawrence County,42339.0,51310.0,19826.0,47434.0,53553.0,72226.0,62844.0,,,0.1828015446662903,0.1152219846844673,0.4552501738071442,0.3139534890651703,0.1155743449926376,0.3197691142559052,0.6802308559417725,0.3804463446140289,0.2235919237136841,0.39596173167228704,0.4755728542804718,0.3333333432674408,0.0678772181272507,0.1232165992259979,,0.1305356174707413,,0.1219945996999741,,0.0433213002979755,,0.0831517800688744
 Alabama,Lee County,45056.0,105833.0,21638.0,48851.0,60112.0,73351.0,70269.0,78750.0,0.1909921169281006,0.2301159203052521,0.1296263486146927,0.3499203026294708,0.4352753758430481,0.0851779729127884,0.5509657263755798,0.4490342736244202,0.3612341582775116,0.3547916114330292,0.2839742302894592,0.2783235013484955,0.488352507352829,0.0929927974939346,0.1403311789035797,0.0677697136998177,0.098886638879776,0.1106694638729096,0.1129054352641106,0.0,0.040642075240611995,0.057554941624403,0.0600658506155014
 Alabama,Limestone County,51115.0,60875.0,22492.0,56778.0,65556.0,76806.0,84318.0,68647.0,0.1336400955915451,0.141003429889679,0.1450450420379639,0.3890390396118164,0.4162162244319916,0.0496997013688087,0.4389216601848602,0.5610783696174622,0.4003517031669617,0.2864679396152496,0.3131803572177887,0.3800852298736572,0.4153428971767426,0.0953118950128555,0.1092599779367447,0.0812688693404198,0.1042586416006088,0.1074394062161446,0.0932282134890556,,0.0301724132150412,,0.079242117702961
 Alabama,Lowndes County,27914.0,61250.0,14661.0,37581.0,40478.0,44625.0,46148.0,,,0.2869009077548981,0.1540469974279404,0.3603133261203766,0.26892951130867,0.2167101800441742,0.2345229387283325,0.7654770612716675,0.4545454680919647,0.1355932205915451,0.4098613262176514,0.3682896494865418,0.2496878951787949,0.0799001231789589,0.3021223545074463,,0.2057179808616638,,0.164140909910202,,0.0487804859876633,,0.1225393712520599
 Alabama,Macon County,32390.0,46528.0,17310.0,40904.0,41067.0,46935.0,48068.0,54167.0,,0.2553607225418091,0.1919111758470535,0.299762099981308,0.3806502819061279,0.1276764422655106,0.3681489229202271,0.631851077079773,0.3724409341812134,0.2015748023986816,0.425984263420105,0.3619126081466675,0.3190436959266663,0.0923330560326576,0.226710632443428,,0.1740067899227142,,0.2256896942853928,,0.0502183400094509,,0.1503692120313644
 Alabama,Madison County,60150.0,112800.0,34501.0,70694.0,76933.0,85240.0,82060.0,100012.0,0.1412680596113205,0.1327037066221237,0.1491183489561081,0.3632537424564362,0.4238444268703461,0.0637834668159485,0.5861853957176208,0.4138146042823792,0.38237357139587397,0.3436285257339478,0.2739979326725006,0.3692293763160706,0.4312977194786072,0.1146855652332306,0.0847873464226723,0.0822127088904381,0.0775867998600006,0.0958406403660774,0.0937431305646896,0.0292232278734446,0.0472052618861198,0.0467067025601864,0.0729248002171516
 Alabama,Marengo County,30713.0,,15477.0,44282.0,52083.0,41435.0,48977.0,60855.0,,0.2777833938598633,0.0504077076911926,0.3624907433986664,0.4247590899467468,0.1623424738645554,0.2777417302131653,0.7222582697868347,0.3180133402347565,0.2461082339286804,0.4358784258365631,0.3931372463703156,0.22843137383460999,0.0441176481544971,0.3343137204647064,,0.1781754642724991,,0.1968064308166504,,0.0460251048207283,,0.1407484114170075
 Alabama,Marion County,34074.0,47315.0,16719.0,37237.0,43603.0,70000.0,66696.0,,,0.1862784922122955,0.1771885454654694,0.3312289416790009,0.4031986594200134,0.0883838385343552,0.2971464097499847,0.7028536200523376,0.3642691373825073,0.2233178615570068,0.4124130010604858,0.2712952196598053,0.3372228741645813,0.1137689650058746,0.2777129411697388,,0.1052971184253693,,0.13814446330070498,,0.0,,0.0762598961591721
 Alabama,Marshall County,39831.0,41382.0,20361.0,46276.0,52289.0,65120.0,44071.0,29515.0,0.2340940237045288,0.2051232606172562,0.141433447599411,0.3945392370223999,0.3905802071094513,0.0734471008181572,0.3490658700466156,0.650934100151062,0.3474562466144562,0.2644364535808563,0.3881072998046875,0.3772798478603363,0.3689421713352203,0.1070001721382141,0.1467778384685516,0.0734375342726707,0.0902372449636459,0.1382113844156265,0.1412817239761353,0.0016400164458901,0.0184446666389704,0.064068429172039,0.0717049613595009
 Alabama,Mobile County,44263.0,49455.0,23115.0,50326.0,56223.0,66349.0,69480.0,66790.0,0.1940610408782959,0.1947412192821503,0.1367308497428894,0.356132447719574,0.4126512706279755,0.0944854244589806,0.4740808606147766,0.5259191393852234,0.3744721114635468,0.2912711501121521,0.3342567086219788,0.4290009737014771,0.355934739112854,0.07370518147945401,0.1413590908050537,0.1002364829182625,0.10976792126894001,0.1377463936805725,0.1478536725044251,0.0618711784482002,0.0469604022800922,0.060599260032177,0.0866066291928291
 Alabama,Monroe County,28182.0,,10149.0,39109.0,45581.0,59963.0,,79792.0,,0.3209649324417114,0.1323051899671555,0.3636363744735718,0.4066558480262756,0.0974025949835777,0.1673979014158249,0.8326020836830139,0.3334424197673798,0.1573952883481979,0.5091623067855835,0.3652582168579102,0.34272301197052,0.0431924872100353,0.2488262951374054,,0.1740997731685638,,0.2611973285675049,,0.0921843722462654,,0.2183311134576798
 Alabama,Montgomery County,45358.0,50440.0,27775.0,55867.0,56953.0,69988.0,57011.0,46884.0,0.1796247214078903,0.2131166905164719,0.12348722666502,0.3655871748924255,0.4032944738864899,0.1076311096549034,0.53563392162323,0.46436607837677,0.3949314057826996,0.3266510367393494,0.2784175872802734,0.4051791131496429,0.3391744494438171,0.1062435135245323,0.1494029015302658,0.0802438706159592,0.0957903265953064,0.1299489587545395,0.1260897666215897,0.0145843457430601,0.0327141210436821,0.071133516728878,0.0831215158104897
 Alabama,Morgan County,46883.0,44414.0,25318.0,52571.0,60573.0,64416.0,62245.0,75682.0,0.1682023257017136,0.1630910038948059,0.1564740091562271,0.3701837062835693,0.4258512556552887,0.0474910400807858,0.4083517789840698,0.5916482210159302,0.38289675116539,0.2516297399997711,0.3654735088348389,0.3692688941955566,0.4432052969932556,0.0838496461510658,0.1036761701107025,0.1072936430573463,0.0860787034034729,0.1262070238590241,0.1001106277108192,0.0706890374422073,0.0446722805500031,0.0505106970667839,0.0892645195126534
 Alabama,Perry County,24912.0,43625.0,14412.0,33935.0,25186.0,,46250.0,27875.0,,0.3979907333850861,0.1353790611028671,0.4007220268249512,0.1137184128165245,0.3501805067062378,0.1657407432794571,0.8342592716217041,0.4004954695701599,0.1791907548904419,0.4203137755393982,0.5099149942398071,0.1558073610067368,0.0198300275951624,0.3144475817680359,,0.2013115733861923,,0.3185595571994782,,0.1297709941864014,,0.1173010393977165
 Alabama,Pickens County,31679.0,,14620.0,42908.0,45100.0,59549.0,46500.0,,,0.2392532229423523,0.0814046263694763,0.3296089470386505,0.4453312158584595,0.1436552256345749,0.313932329416275,0.6860676407814026,0.3354537785053253,0.2039864361286163,0.4605597853660584,0.3910969793796539,0.3044515252113342,0.0675675645470619,0.2368839383125305,,0.1566542685031891,,0.1920838207006455,,0.0,,0.1232492998242378
 Alabama,Pike County,33193.0,85938.0,19092.0,43650.0,34818.0,51886.0,38939.0,36250.0,,0.25742068886756897,0.1168224290013313,0.2601246237754822,0.42627206444740295,0.1967808902263641,0.4789674878120422,0.5210325121879578,0.3942509293556213,0.3096936643123627,0.296055406332016,0.4517133831977844,0.2808930277824402,0.1469366550445557,0.1204569041728973,,0.1216741651296616,,0.1857124716043472,,0.015625,,0.0972204729914665
